"address","zipCode","city","state","price","bed","bath","sqft","pricePerSf","lotArea","lotAreaType","dateSold","dateSoldNumeric","zillowUrl","latitude","longitude","homeType","zestimate","rentZestimate","imageUrl"
"2105 Marsh Brook Rd, Thousand Oaks, CA 91361","91361","Thousand Oaks","CA","6830000","4","6","6099","1119.86","1.22","acres","9/5/2024","1725519600000","https://zillow.com/homedetails/2105-Marsh-Brook-Rd-Thousand-Oaks-CA-91361/16490774_zpid/","34.139072","-118.87927","SINGLE_FAMILY","","27862","https://photos.zillowstatic.com/fp/7374a26e5e81f95a927bae7bd623c9e3-p_e.jpg"
"454 Upper Lake Rd, Thousand Oaks, CA 91361","91361","Thousand Oaks","CA","2925000","3","5","3782","773.4","0.2812213039485767","acres","9/4/2024","1725433200000","https://zillow.com/homedetails/454-Upper-Lake-Rd-Thousand-Oaks-CA-91361/16490744_zpid/","34.136486","-118.86828","SINGLE_FAMILY","2838100","11141","https://photos.zillowstatic.com/fp/41e90ce0b3df3c8132e3528a5804d656-p_e.jpg"
"2094 Bridgegate Ct, Westlake Village, CA 91361","91361","Westlake Village","CA","1480000","4","3","2490","594.38","8003","sqft","8/30/2024","1725001200000","https://zillow.com/homedetails/2094-Bridgegate-Ct-Westlake-Village-CA-91361/16492717_zpid/","34.146183","-118.840454","SINGLE_FAMILY","1565600","7792","https://photos.zillowstatic.com/fp/37eff7e526fb4d4957595c0c2afcee0a-p_e.jpg"
"2387 Leeward Cir, Westlake Village, CA 91361","91361","Westlake Village","CA","2075000","3","2","1641","1264.47","5375","sqft","8/30/2024","1725001200000","https://zillow.com/homedetails/2387-Leeward-Cir-Westlake-Village-CA-91361/16493548_zpid/","34.142345","-118.83285","SINGLE_FAMILY","2075100","5434","https://photos.zillowstatic.com/fp/343509d0466eaacae827aaf28bbbacd5-p_e.jpg"
"32140 Canyon Crest Ct, Westlake Village, CA 91361","91361","Westlake Village","CA","1004250","3","3","2263","443.77","2099","sqft","8/30/2024","1725001200000","https://zillow.com/homedetails/32140-Canyon-Crest-Ct-Westlake-Village-CA-91361/19891076_zpid/","34.134666","-118.82059","TOWNHOUSE","1004300","5542","https://photos.zillowstatic.com/fp/b4491667d55e80421d57f05da95aacaf-p_e.jpg"
"3435 Three Springs Dr, Westlake Village, CA 91361","91361","Westlake Village","CA","1941000","5","4","3528","550.17","8884","sqft","8/30/2024","1725001200000","https://zillow.com/homedetails/3435-Three-Springs-Dr-Westlake-Village-CA-91361/19892299_zpid/","34.136658","-118.83485","SINGLE_FAMILY","1928400","9899","https://photos.zillowstatic.com/fp/780308039540a45d8657e7113c17b74c-p_e.jpg"
"32050 Grenville Ct, Westlake Village, CA 91361","91361","Westlake Village","CA","1321000","4","2","1737","760.51","9159","sqft","8/30/2024","1725001200000","https://zillow.com/homedetails/32050-Grenville-Ct-Westlake-Village-CA-91361/19892878_zpid/","34.142902","-118.82061","SINGLE_FAMILY","1321000","6519","https://photos.zillowstatic.com/fp/88976ba928f041c4842969b76ae88e2f-p_e.jpg"
"4029 Whitesail Cir, Westlake Village, CA 91361","91361","Westlake Village","CA","3480000","3","3","2432","1430.92","5214","sqft","8/29/2024","1724914800000","https://zillow.com/homedetails/4029-Whitesail-Cir-Westlake-Village-CA-91361/19891890_zpid/","34.143646","-118.827034","SINGLE_FAMILY","3480100","7364","https://photos.zillowstatic.com/fp/63ab1f40e73ab4ec6677a3119799d2d3-p_e.jpg"
"2528 Northshore Ln, Westlake Village, CA 91361","91361","Westlake Village","CA","1540000","2","2","1591","967.94","5362","sqft","8/27/2024","1724742000000","https://zillow.com/homedetails/2528-Northshore-Ln-Westlake-Village-CA-91361/16493208_zpid/","34.14947","-118.83204","SINGLE_FAMILY","1540300","4325","https://photos.zillowstatic.com/fp/33bd8d7f8b92986253e57f97753b4ab8-p_e.jpg"
"2106 Crespi Ln, Westlake Village, CA 91361","91361","Westlake Village","CA","625000","2","2","1402","445.79","6534","sqft","8/26/2024","1724655600000","https://zillow.com/homedetails/2106-Crespi-Ln-Westlake-Village-CA-91361/16492817_zpid/","34.148502","-118.83995","CONDO","776400","4188","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.148502349853516,-118.83995056152344&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=9mi4NhRfKtazI8WDn9aqbDqTJUk="
