"address","zipCode","city","state","price","bed","bath","sqft","pricePerSf","lotArea","lotAreaType","dateSold","dateSoldNumeric","zillowUrl","latitude","longitude","homeType","zestimate","rentZestimate","imageUrl"
"3922 Greenwood St, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","839000","3","2","1351","621.02","7673","sqft","8/25/2024","1724569200000","https://zillow.com/homedetails/3922-Greenwood-St-Thousand-Oaks-CA-91320/16472247_zpid/","34.1598","-118.95776","SINGLE_FAMILY","839300","3744","https://photos.zillowstatic.com/fp/c6b05b2b4d4f85ba72c1bcc89cc39096-p_e.jpg"
"728 Malat Dr, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","990000","3","2","1308","756.88","8056","sqft","8/23/2024","1724396400000","https://zillow.com/homedetails/728-Malat-Dr-Thousand-Oaks-CA-91320/16474799_zpid/","34.188587","-118.94772","SINGLE_FAMILY","990400","3377","https://photos.zillowstatic.com/fp/428470fcf49cb199ca466144a10d923a-p_e.jpg"
"1485 Sappanwood Ave, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1255000","3","3","2136","587.55","5644","sqft","8/20/2024","1724137200000","https://zillow.com/homedetails/1485-Sappanwood-Ave-Thousand-Oaks-CA-91320/16474502_zpid/","34.19927","-118.919815","SINGLE_FAMILY","1255200","4805","https://photos.zillowstatic.com/fp/93200deab0945521c7a01131dc4ddf6c-p_e.jpg"
"832 Pamela Wood St, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1025000","4","3","2067","495.89","0.2601239669421488","acres","8/20/2024","1724137200000","https://zillow.com/homedetails/832-Pamela-Wood-St-Thousand-Oaks-CA-91320/16485513_zpid/","34.177547","-118.899895","SINGLE_FAMILY","1025100","4810","https://photos.zillowstatic.com/fp/7c993051f637526d9977e23b4a72a93d-p_e.jpg"
"2180 Speck Ln, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1210000","3","3","3384","357.57","1","acres","8/19/2024","1724050800000","https://zillow.com/homedetails/2180-Speck-Ln-Thousand-Oaks-CA-91320/16467502_zpid/","34.172436","-118.924904","SINGLE_FAMILY","1701400","5956","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.17243576049805,-118.9249038696289&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=SfLIXvoCHzvzVV-vpK3FBngukXM="
"279 Maple Rd, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","850000","3","2","1505","564.78","6000","sqft","8/19/2024","1724050800000","https://zillow.com/homedetails/279-Maple-Rd-Thousand-Oaks-CA-91320/16478172_zpid/","34.173084","-118.90841","SINGLE_FAMILY","850000","3923","https://photos.zillowstatic.com/fp/8ae582343b19ef86fa60b167a44d6eda-p_e.jpg"
"1064 Amberton Ln, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","719000","3","3","1532","469.32","0.3464187327823691","acres","8/16/2024","1723791600000","https://zillow.com/homedetails/1064-Amberton-Ln-Thousand-Oaks-CA-91320/16468755_zpid/","34.179886","-118.90453","CONDO","719600","3607","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.17988586425781,-118.90453338623047&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=MxLnawtba1hu9a38OlcCTtqbgU0="
"4501 Via Rio, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","5800","4","2.5","2666","2.18","9147","sqft","8/16/2024","1723791600000","https://zillow.com/homedetails/4501-Via-Rio-Thousand-Oaks-CA-91320/54899300_zpid/","34.172638","-118.97032","SINGLE_FAMILY","1421900","5612","https://photos.zillowstatic.com/fp/2f6e18aaa63b5160a30f297c66496fb3-p_e.jpg"
"1064 Amberton Ln #7, Newbury Park, CA 91320","91320","Newbury Park","CA","719000","3","3","1532","469.32","1532","sqft","8/16/2024","1723791600000","https://zillow.com/homedetails/1064-Amberton-Ln-7-Newbury-Park-CA-91320/351804859_zpid/","34.17988","-118.90453","TOWNHOUSE","719100","3954","https://photos.zillowstatic.com/fp/604ce6894e1d4ab55d4304d99a84def3-p_e.jpg"
"4409 Camino De Las Estrellas, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1295000","5","3","2615","495.22","6780","sqft","8/15/2024","1723705200000","https://zillow.com/homedetails/4409-Camino-De-Las-Estrellas-Thousand-Oaks-CA-91320/16412772_zpid/","34.16792","-118.96927","SINGLE_FAMILY","1295100","6015","https://photos.zillowstatic.com/fp/1bb087d309a58b753daee9f2044db444-p_e.jpg"
"3241 Peppermint St, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","920000","3","2","1756","523.92","9630","sqft","8/14/2024","1723618800000","https://zillow.com/homedetails/3241-Peppermint-St-Thousand-Oaks-CA-91320/16473693_zpid/","34.16972","-118.94485","SINGLE_FAMILY","922000","4495","https://photos.zillowstatic.com/fp/90dad0f83367070bccc4ccb8c3b563a1-p_e.jpg"
"639 Doe Creek Cir, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1400000","4","5","3404","411.28","0.55","acres","8/13/2024","1723532400000","https://zillow.com/homedetails/639-Doe-Creek-Cir-Thousand-Oaks-CA-91320/16472615_zpid/","34.166092","-118.96089","SINGLE_FAMILY","1400200","6292","https://photos.zillowstatic.com/fp/5eac2638831c3a8c4960267ba0c9b363-p_e.jpg"
"499 Avenida Del Platino, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","385000","2","1","903","426.36","8768.628","sqft","8/12/2024","1723446000000","https://zillow.com/homedetails/499-Avenida-Del-Platino-Thousand-Oaks-CA-91320/16427757_zpid/","34.185104","-118.91366","CONDO","385100","2634","https://photos.zillowstatic.com/fp/248d1668e5e0f5694ba5df4819627b0b-p_e.jpg"
"624 Paseo Esmeralda, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","405000","2","1","903","448.5","6435","sqft","8/12/2024","1723446000000","https://zillow.com/homedetails/624-Paseo-Esmeralda-Thousand-Oaks-CA-91320/16427826_zpid/","34.187466","-118.914856","CONDO","405100","2655","https://photos.zillowstatic.com/fp/ee61f2573c7423ee53c0f9fe26113a5a-p_e.jpg"
"2985 Wauneta St, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1130000","4","3","2327","485.6","7697","sqft","8/9/2024","1723186800000","https://zillow.com/homedetails/2985-Wauneta-St-Thousand-Oaks-CA-91320/16473835_zpid/","34.17371","-118.93942","SINGLE_FAMILY","1162800","4923","https://photos.zillowstatic.com/fp/78ef81710a3198aaabf83b73b3e862a7-p_e.jpg"
"1115 Via Hispano, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","2495000","4","4","3468","719.43","0.334435261707989","acres","8/9/2024","1723186800000","https://zillow.com/homedetails/1115-Via-Hispano-Thousand-Oaks-CA-91320/52465439_zpid/","34.156887","-118.98293","SINGLE_FAMILY","2495300","7523","https://photos.zillowstatic.com/fp/13642f62db00170afd0828ebba7fc9c0-p_e.jpg"
"1202 Vista Canyon Ln, Newbury Park, CA 91320","91320","Newbury Park","CA","749000","3","2.5","1384","541.18","0.2569788797061524","acres","8/9/2024","1723186800000","https://zillow.com/homedetails/1202-Vista-Canyon-Ln-Newbury-Park-CA-91320/116088783_zpid/","34.19674","-118.95859","CONDO","749000","3686","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.196739196777344,-118.95858764648438&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=0-83ovG7GXz4Vp-XDwngIJLUxLM="
"1202 Vista Canyon Ln #9, Newbury Park, CA 91320","91320","Newbury Park","CA","749000","3","3","1384","541.18","0.2571166207529844","acres","8/9/2024","1723186800000","https://zillow.com/homedetails/1202-Vista-Canyon-Ln-9-Newbury-Park-CA-91320/378280616_zpid/","34.19673","-118.95859","CONDO","749100","3685","https://photos.zillowstatic.com/fp/669c08256c7bf68e69383fcb70756b60-p_e.jpg"
"4941 Via Andrea, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","2140000","5","3","3616","591.81","0.2866","acres","8/8/2024","1723100400000","https://zillow.com/homedetails/4941-Via-Andrea-Thousand-Oaks-CA-91320/16412359_zpid/","34.157627","-118.980446","SINGLE_FAMILY","2140400","7067","https://photos.zillowstatic.com/fp/4c2d323fabc7efe4f1bf340f34a92ba3-p_e.jpg"
"116 Cindy Ave, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1139000","5","3","2498","455.96","8003","sqft","8/8/2024","1723100400000","https://zillow.com/homedetails/116-Cindy-Ave-Thousand-Oaks-CA-91320/16473401_zpid/","34.176712","-118.93999","SINGLE_FAMILY","1139200","5802","https://photos.zillowstatic.com/fp/8b2568518ce515cb991b1df702331380-p_e.jpg"
"4047 Maurice Dr, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1565000","4","4","2860","547.2","8885","sqft","8/8/2024","1723100400000","https://zillow.com/homedetails/4047-Maurice-Dr-Thousand-Oaks-CA-91320/52468585_zpid/","34.167362","-118.961754","SINGLE_FAMILY","1565300","6018","https://photos.zillowstatic.com/fp/a1f770e7a2694613a2d5441154f95e09-p_e.jpg"
"2745 Rodney St, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1010000","4","3","2061","490.05","9491.724","sqft","8/7/2024","1723014000000","https://zillow.com/homedetails/2745-Rodney-St-Thousand-Oaks-CA-91320/16470569_zpid/","34.18703","-118.93415","SINGLE_FAMILY","1010300","4537","https://photos.zillowstatic.com/fp/c4d3d012c53e958dc01ad5585be61ff7-p_e.jpg"
"670 Via Carro, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1780000","4","4","3178","560.1","9194","sqft","8/6/2024","1722927600000","https://zillow.com/homedetails/670-Via-Carro-Thousand-Oaks-CA-91320/16412512_zpid/","34.165623","-118.97548","SINGLE_FAMILY","1780500","7875","https://photos.zillowstatic.com/fp/8072d44b6f6cbbeedf4052ec8218a103-p_e.jpg"
"499 Blackhawk Dr, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","979024","4","2","1989","492.22","7618.644","sqft","8/6/2024","1722927600000","https://zillow.com/homedetails/499-Blackhawk-Dr-Thousand-Oaks-CA-91320/16471979_zpid/","34.170498","-118.96054","SINGLE_FAMILY","979300","4693","https://photos.zillowstatic.com/fp/f2a017732cf7da04b1002aff809a5a8a-p_e.jpg"
"1833 Crystal View Cir, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1731400","4","4","3256","531.76","0.3654269972451791","acres","8/6/2024","1722927600000","https://zillow.com/homedetails/1833-Crystal-View-Cir-Thousand-Oaks-CA-91320/16478449_zpid/","34.175137","-118.91925","SINGLE_FAMILY","1731800","6404","https://photos.zillowstatic.com/fp/dc483f53ca9b821852c345e57a3af32a-p_e.jpg"
"564 Kenwood St, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","980000","3","2","1672","586.12","8965","sqft","8/5/2024","1722841200000","https://zillow.com/homedetails/564-Kenwood-St-Thousand-Oaks-CA-91320/16485395_zpid/","34.17732","-118.891235","SINGLE_FAMILY","980000","4136","https://photos.zillowstatic.com/fp/10a2faa1dcecebefa78746338b64b96c-p_e.jpg"
"888 Cayo Grande Ct, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1160000","5","3","2967","390.97","7476","sqft","8/2/2024","1722582000000","https://zillow.com/homedetails/888-Cayo-Grande-Ct-Thousand-Oaks-CA-91320/16411928_zpid/","34.19175","-118.95894","SINGLE_FAMILY","1160300","5897","https://photos.zillowstatic.com/fp/b70ead901ff9c0b0defad529fadf026e-p_e.jpg"
"1651 Fox Springs Cir, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1190000","4","3","2480","479.84","5395","sqft","8/2/2024","1722582000000","https://zillow.com/homedetails/1651-Fox-Springs-Cir-Thousand-Oaks-CA-91320/16474227_zpid/","34.19525","-118.91515","SINGLE_FAMILY","1190000","5131","https://photos.zillowstatic.com/fp/c6990fe24f0fee07edb9a67b02c8783c-p_e.jpg"
"1186 Vista Canyon Ln #13, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","765000","3","3","1527","500.98","0.2571166207529844","acres","8/2/2024","1722582000000","https://zillow.com/homedetails/1186-Vista-Canyon-Ln-13-Thousand-Oaks-CA-91320/116088552_zpid/","34.19653","-118.95873","TOWNHOUSE","765000","3956","https://photos.zillowstatic.com/fp/edb339ec48ebc492fd5f76f6829bdb38-p_e.jpg"
"0 S Ventu Park Rd, Newbury Park, CA 91320","91320","Newbury Park","CA","35000","","","","","0.633494031221304","acres","8/2/2024","1722582000000","https://zillow.com/homedetails/0-S-Ventu-Park-Rd-Newbury-Park-CA-91320/2103479468_zpid/","34.167755","-118.9088","LOT","","4245","https://photos.zillowstatic.com/fp/70cbbc0dfc5f323ac3b9edb680cc7390-p_e.jpg"
"884 Ruth Dr, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","777000","3","2","1233","630.17","7841","sqft","8/1/2024","1722495600000","https://zillow.com/homedetails/884-Ruth-Dr-Thousand-Oaks-CA-91320/16474760_zpid/","34.190056","-118.944855","SINGLE_FAMILY","777100","3795","https://photos.zillowstatic.com/fp/c10f0ab165d3058217a8a7ba070b471a-p_e.jpg"
"675 Oak Shadow View Pl, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1130000","3","2","2006","563.31","0.33135904499540864","acres","8/1/2024","1722495600000","https://zillow.com/homedetails/675-Oak-Shadow-View-Pl-Thousand-Oaks-CA-91320/16485812_zpid/","34.18359","-118.8949","SINGLE_FAMILY","1130400","4261","https://photos.zillowstatic.com/fp/9864fe6a89a93ad54f867f7ae13999a9-p_e.jpg"
"400 Via Cresta, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1000000","4","3","2769","361.14","8712","sqft","8/1/2024","1722495600000","https://zillow.com/homedetails/400-Via-Cresta-Thousand-Oaks-CA-91320/54899287_zpid/","34.171825","-118.98051","SINGLE_FAMILY","1243600","5439","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.17182540893555,-118.98050689697266&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=Bfnnd1Ig0Iq2PwgzA9Prn2pO9ZI="
"5340 Via Rincon, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1900000","5","3","3394","559.81","10393","sqft","7/31/2024","1722409200000","https://zillow.com/homedetails/5340-Via-Rincon-Thousand-Oaks-CA-91320/16413220_zpid/","34.174114","-118.98837","SINGLE_FAMILY","1900400","6023","https://photos.zillowstatic.com/fp/3453d731264e67d4839a87431e9ddbab-p_e.jpg"
"19 Carob Dr, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1000000","4","3","2090","478.47","5877","sqft","7/31/2024","1722409200000","https://zillow.com/homedetails/19-Carob-Dr-Thousand-Oaks-CA-91320/16467770_zpid/","34.178257","-118.929016","SINGLE_FAMILY","1000200","4662","https://photos.zillowstatic.com/fp/e633c2cba8b50c73ff47f778de8ffbd4-p_e.jpg"
"311 Pebble Beach Dr, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","775000","3","3","2023","383.09","2023","sqft","7/31/2024","1722409200000","https://zillow.com/homedetails/311-Pebble-Beach-Dr-Thousand-Oaks-CA-91320/16485956_zpid/","34.1804","-118.89216","TOWNHOUSE","775200","4441","https://photos.zillowstatic.com/fp/cbe5205aca52d0d02c0c56a9966f2379-p_e.jpg"
"3716 Damiana Dr, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","659000","2","2","1334","494","6098","sqft","7/30/2024","1722322800000","https://zillow.com/homedetails/3716-Damiana-Dr-Thousand-Oaks-CA-91320/16411479_zpid/","34.179928","-118.9547","CONDO","659000","3106","https://photos.zillowstatic.com/fp/8524787a823ed055da7ea3a8b55d3557-p_e.jpg"
"3873 Coronado Cir, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1100000","4","3","1935","568.48","6982","sqft","7/30/2024","1722322800000","https://zillow.com/homedetails/3873-Coronado-Cir-Thousand-Oaks-CA-91320/16411666_zpid/","34.179527","-118.95712","SINGLE_FAMILY","1100200","4567","https://photos.zillowstatic.com/fp/d89e194a33e5bc9b842c0a9a5a274700-p_e.jpg"
"3508 Bear Creek Ct, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1325000","3","2","2084","635.8","0.35778236914600553","acres","7/30/2024","1722322800000","https://zillow.com/homedetails/3508-Bear-Creek-Ct-Thousand-Oaks-CA-91320/16473806_zpid/","34.17133","-118.95034","SINGLE_FAMILY","1275200","4365","https://photos.zillowstatic.com/fp/0253d48ca4e1a847cc1a173ebca0fb62-p_e.jpg"
"722 Blue Oak Ave, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","649900","3","3","1439","451.63","1725","sqft","7/30/2024","1722322800000","https://zillow.com/homedetails/722-Blue-Oak-Ave-Thousand-Oaks-CA-91320/16485621_zpid/","34.17623","-118.89669","CONDO","650000","3628","https://photos.zillowstatic.com/fp/d12b519ba33cc2a32780be79ce12e766-p_e.jpg"
"752 Cayo Grande Ct, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","929000","4","2","1599","580.99","5500","sqft","7/29/2024","1722236400000","https://zillow.com/homedetails/752-Cayo-Grande-Ct-Thousand-Oaks-CA-91320/16411816_zpid/","34.188343","-118.95474","SINGLE_FAMILY","","3939","https://photos.zillowstatic.com/fp/ebc3a04e163dade430fa77c4bedaedab-p_e.jpg"
"657 Via Linda, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1710000","5","3","3161","540.97","10185","sqft","7/29/2024","1722236400000","https://zillow.com/homedetails/657-Via-Linda-Thousand-Oaks-CA-91320/16412962_zpid/","34.166126","-118.97599","SINGLE_FAMILY","1711200","7566","https://photos.zillowstatic.com/fp/94074e39f053e267739d7e5c5889c3d2-p_e.jpg"
"898 Maplewood Ave, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","875000","3","2","1324","660.88","8296","sqft","7/29/2024","1722236400000","https://zillow.com/homedetails/898-Maplewood-Ave-Thousand-Oaks-CA-91320/16469791_zpid/","34.161495","-118.942566","SINGLE_FAMILY","875200","4077","https://photos.zillowstatic.com/fp/17497488ea146b02d0cb6fa1d414bb98-p_e.jpg"
"5009 Via Santana, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1675000","4","4","3735","448.46","0.2556","acres","7/26/2024","1721977200000","https://zillow.com/homedetails/5009-Via-Santana-Thousand-Oaks-CA-91320/16413023_zpid/","34.179474","-118.98147","SINGLE_FAMILY","1676200","6592","https://photos.zillowstatic.com/fp/36dc8956e9a00911f21a7793c600d8cf-p_e.jpg"
"810 Deer Willow Ct, Newbury Park, CA 91320","91320","Newbury Park","CA","1425000","5","3","3174","448.96","10299","sqft","7/26/2024","1721977200000","https://zillow.com/homedetails/810-Deer-Willow-Ct-Newbury-Park-CA-91320/16470238_zpid/","34.16249","-118.94388","SINGLE_FAMILY","1425500","6023","https://photos.zillowstatic.com/fp/f830bd69d2d0e8a47515ac4811685082-p_e.jpg"
"252 Dena Dr, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","970000","4","2","2071","468.37","7900","sqft","7/26/2024","1721977200000","https://zillow.com/homedetails/252-Dena-Dr-Thousand-Oaks-CA-91320/16475195_zpid/","34.18133","-118.94428","SINGLE_FAMILY","970300","4590","https://photos.zillowstatic.com/fp/c93e5ece9de06469e9ddfbf5f1977fe4-p_e.jpg"
"3060 Alice Dr, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","801000","3","2","2108","379.98","8000","sqft","7/26/2024","1721977200000","https://zillow.com/homedetails/3060-Alice-Dr-Thousand-Oaks-CA-91320/16475530_zpid/","34.18405","-118.94173","SINGLE_FAMILY","801600","4388","https://photos.zillowstatic.com/fp/dce4e4a3ab8a6dbc77ea984f2245eebb-p_e.jpg"
"532 Havenside Ave, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1300000","5","5","3163","411","8482","sqft","7/26/2024","1721977200000","https://zillow.com/homedetails/532-Havenside-Ave-Thousand-Oaks-CA-91320/52468656_zpid/","34.168846","-118.96017","SINGLE_FAMILY","1300400","6095","https://photos.zillowstatic.com/fp/540bd957572fd72244f50d3920307a0d-p_e.jpg"
"606 Avenida Del Platino, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","390000","2","1","882","442.18","6689","sqft","7/25/2024","1721890800000","https://zillow.com/homedetails/606-Avenida-Del-Platino-Thousand-Oaks-CA-91320/16427872_zpid/","34.18688","-118.91362","CONDO","390200","2599","https://photos.zillowstatic.com/fp/c7c43fd0c04bf7750f41bc1405f395f6-p_e.jpg"
"103 S Walter Ave, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","780000","4","2","1427","546.6","9257","sqft","7/25/2024","1721890800000","https://zillow.com/homedetails/103-S-Walter-Ave-Thousand-Oaks-CA-91320/16473203_zpid/","34.177204","-118.94542","SINGLE_FAMILY","780400","3978","https://photos.zillowstatic.com/fp/9a6458948033c68b2d32b8bc0285d888-p_e.jpg"
"125 Heavenly Valley Rd, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1510000","4","5","4354","346.81","8250","sqft","7/25/2024","1721890800000","https://zillow.com/homedetails/125-Heavenly-Valley-Rd-Thousand-Oaks-CA-91320/16478075_zpid/","34.176487","-118.90396","SINGLE_FAMILY","1510700","9407","https://photos.zillowstatic.com/fp/87cf3aed0e8f72d4a85d4e14de3d0dbf-p_e.jpg"
"247 Fallbrook Ave, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","1160000","5","4","2392","484.95","7017.516","sqft","7/24/2024","1721804400000","https://zillow.com/homedetails/247-Fallbrook-Ave-Thousand-Oaks-CA-91320/16471772_zpid/","34.172997","-118.956245","SINGLE_FAMILY","1160400","4833","https://photos.zillowstatic.com/fp/105fccc37b35305a9177af127ce40019-p_e.jpg"
"122 Pepper Rd, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","769000","3","2","1158","664.08","5200","sqft","7/24/2024","1721804400000","https://zillow.com/homedetails/122-Pepper-Rd-Thousand-Oaks-CA-91320/16478045_zpid/","34.176346","-118.90948","SINGLE_FAMILY","769500","3698","https://photos.zillowstatic.com/fp/029755c330e64d04f1e4d53b2fbac1a6-p_e.jpg"
"3271 Frankie Dr, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","650000","3","2","1241","523.77","7840","sqft","7/23/2024","1721718000000","https://zillow.com/homedetails/3271-Frankie-Dr-Thousand-Oaks-CA-91320/16474733_zpid/","34.190407","-118.94553","SINGLE_FAMILY","650900","3443","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.190406799316406,-118.9455337524414&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=ctAhyduMpRvr40u-euhn6wQaVZc="
"1217 Ramona Dr, Thousand Oaks, CA 91320","91320","Thousand Oaks","CA","665000","3","2","1307","508.8","3049","sqft","7/19/2024","1721372400000","https://zillow.com/homedetails/1217-Ramona-Dr-Thousand-Oaks-CA-91320/16468612_zpid/","34.18203","-118.90678","TOWNHOUSE","664900","3374","https://photos.zillowstatic.com/fp/cf674d5bd18449f352f98d0ae1909ff4-p_e.jpg"
