"address","zipCode","city","state","price","bed","bath","sqft","pricePerSf","lotArea","lotAreaType","dateSold","dateSoldNumeric","zillowUrl","latitude","longitude","homeType","zestimate","rentZestimate","imageUrl"
"2686 Dorado Ct, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1250000","3","3","2109","592.7","4280","sqft","8/23/2024","1724396400000","https://zillow.com/homedetails/2686-Dorado-Ct-Thousand-Oaks-CA-91362/16430495_zpid/","34.21543","-118.82033","SINGLE_FAMILY","1250000","4773","https://photos.zillowstatic.com/fp/d1e89a1fe44d122387051d3855b9a21b-p_e.jpg"
"883 N Via Colinas, Westlake Village, CA 91362","91362","Westlake Village","CA","800000","3","3","1435","557.49","1433.124","sqft","8/23/2024","1724396400000","https://zillow.com/homedetails/883-N-Via-Colinas-Westlake-Village-CA-91362/16488526_zpid/","34.16312","-118.808266","CONDO","799100","4172","https://photos.zillowstatic.com/fp/84562aa3190a36045a8c9b2f9008ed0b-p_e.jpg"
"4742 Club View Dr, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1049000","2","3","1850","567.03","1804","sqft","8/22/2024","1724310000000","https://zillow.com/homedetails/4742-Club-View-Dr-Thousand-Oaks-CA-91362/16489789_zpid/","34.19114","-118.809","TOWNHOUSE","1049000","4237","https://photos.zillowstatic.com/fp/0916e18f710f79c76c2b4cbb1f4a3f3e-p_e.jpg"
"50 Maegan Pl APT 3, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","476000","2","2","830","573.49","","","8/20/2024","1724137200000","https://zillow.com/homedetails/50-Maegan-Pl-APT-3-Thousand-Oaks-CA-91362/16477086_zpid/","34.17905","-118.85229","CONDO","476000","2692","https://photos.zillowstatic.com/fp/4b194e0d34462b54725ef1187a8cedcc-p_e.jpg"
"2517 Renata Ct, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1275000","4","3","2259","564.41","7415","sqft","8/19/2024","1724050800000","https://zillow.com/homedetails/2517-Renata-Ct-Thousand-Oaks-CA-91362/16430598_zpid/","34.2129","-118.82272","SINGLE_FAMILY","1275200","5945","https://photos.zillowstatic.com/fp/289d7f47dd0f9e05c50ade0acd5f4972-p_e.jpg"
"2190 Sonoma Ct, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","638900","3","2","1152","554.6","3920","sqft","8/16/2024","1723791600000","https://zillow.com/homedetails/2190-Sonoma-Ct-Thousand-Oaks-CA-91362/16431460_zpid/","34.208775","-118.84416","CONDO","638900","3763","https://photos.zillowstatic.com/fp/9ec2f3e9b0ec6d2e2a609726ffb1d42f-p_e.jpg"
"2360 Solway Ct, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1250000","4","3","2394","522.14","5707","sqft","8/16/2024","1723791600000","https://zillow.com/homedetails/2360-Solway-Ct-Thousand-Oaks-CA-91362/16433173_zpid/","34.21914","-118.83482","SINGLE_FAMILY","1250300","5129","https://photos.zillowstatic.com/fp/afe2e5cc6282c87b1f2f8be791e12117-p_e.jpg"
"955 Emerson St, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1475000","3","2","1776","830.52","0.27299999999999996","acres","8/16/2024","1723791600000","https://zillow.com/homedetails/955-Emerson-St-Thousand-Oaks-CA-91362/16483280_zpid/","34.189888","-118.84316","SINGLE_FAMILY","1475300","4767","https://photos.zillowstatic.com/fp/e25b404a3f2ce65324c40ca4d1acc73d-p_e.jpg"
"3015 E Sierra Dr, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1250000","3","2","2087","598.95","7400","sqft","8/16/2024","1723791600000","https://zillow.com/homedetails/3015-E-Sierra-Dr-Thousand-Oaks-CA-91362/16483844_zpid/","34.169025","-118.82267","SINGLE_FAMILY","1250100","4934","https://photos.zillowstatic.com/fp/7b93404bffb79d826d6711a23ed5ef63-p_e.jpg"
"3064 Ferncrest Pl, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1210000","4","3","2902","416.95","2902","sqft","8/16/2024","1723791600000","https://zillow.com/homedetails/3064-Ferncrest-Pl-Thousand-Oaks-CA-91362/52465552_zpid/","34.218018","-118.81984","SINGLE_FAMILY","1210300","5558","https://photos.zillowstatic.com/fp/06fffa264ea820542dd4f384292ea3b6-p_e.jpg"
"3331 Holly Grove St, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","720000","3","3","1280","562.5","1280","sqft","8/15/2024","1723705200000","https://zillow.com/homedetails/3331-Holly-Grove-St-Thousand-Oaks-CA-91362/16477859_zpid/","34.165565","-118.834785","TOWNHOUSE","720100","3703","https://photos.zillowstatic.com/fp/c0672379bf080c4a991e3475d61d3fe3-p_e.jpg"
"1074 Terrace Hill Cir, Westlake Village, CA 91362","91362","Westlake Village","CA","1415000","4","3","2512","563.3","2512","sqft","8/15/2024","1723705200000","https://zillow.com/homedetails/1074-Terrace-Hill-Cir-Westlake-Village-CA-91362/16489098_zpid/","34.182926","-118.787254","TOWNHOUSE","1415200","5625","https://photos.zillowstatic.com/fp/4d82a7f599349cf321ded8fd779c35d4-p_e.jpg"
"2637 Dorado Ct, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1099000","4","3","2109","521.1","3218","sqft","8/14/2024","1723618800000","https://zillow.com/homedetails/2637-Dorado-Ct-Thousand-Oaks-CA-91362/16430483_zpid/","34.214844","-118.82113","SINGLE_FAMILY","1099300","4851","https://photos.zillowstatic.com/fp/5d6985363f65af2a2e56dffb4c278d6f-p_e.jpg"
"5643 Hazelcrest Cir, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1369000","3","2","2137","640.62","9071","sqft","8/13/2024","1723532400000","https://zillow.com/homedetails/5643-Hazelcrest-Cir-Thousand-Oaks-CA-91362/16488766_zpid/","34.175068","-118.79028","SINGLE_FAMILY","1370600","5596","https://photos.zillowstatic.com/fp/715076ca8fe82c608ace2996ffcb1fdc-p_e.jpg"
"5516 Grey Feather Ct, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","3310000","5","5","3400","973.53","0.6299816345270891","acres","8/12/2024","1723446000000","https://zillow.com/homedetails/5516-Grey-Feather-Ct-Thousand-Oaks-CA-91362/16488908_zpid/","34.195683","-118.79325","SINGLE_FAMILY","3311500","12331","https://photos.zillowstatic.com/fp/a060b45982e0d0bce792edd7fee4c14b-p_e.jpg"
"1803 Orinda Ct, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","640000","3","2","1152","555.56","3920","sqft","8/9/2024","1723186800000","https://zillow.com/homedetails/1803-Orinda-Ct-Thousand-Oaks-CA-91362/16431400_zpid/","34.208748","-118.84577","SINGLE_FAMILY","640100","3733","https://photos.zillowstatic.com/fp/52f0ea680cf45934a02143bfe99daf89-p_e.jpg"
"2954 Rob Ct, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1275000","4","3","2097","608.01","7534","sqft","8/9/2024","1723186800000","https://zillow.com/homedetails/2954-Rob-Ct-Thousand-Oaks-CA-91362/16432197_zpid/","34.21919","-118.83897","SINGLE_FAMILY","1275100","5277","https://photos.zillowstatic.com/fp/73d8d2a6ffc4d3a348c299bb8d9ffd6a-p_e.jpg"
"3195 Royal Oaks Dr, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","2246160","9","9","5299","423.88","0.25068870523415976","acres","8/9/2024","1723186800000","https://zillow.com/homedetails/3195-Royal-Oaks-Dr-Thousand-Oaks-CA-91362/16477454_zpid/","34.166843","-118.83626","MULTI_FAMILY","2246400","4671","https://photos.zillowstatic.com/fp/73e037787b2e9e47ae791a828727a3c2-p_e.jpg"
"1408 N View Dr, Westlake Village, CA 91362","91362","Westlake Village","CA","1126000","3","3","2238","503.13","2238","sqft","8/9/2024","1723186800000","https://zillow.com/homedetails/1408-N-View-Dr-Westlake-Village-CA-91362/16489823_zpid/","34.19022","-118.80855","TOWNHOUSE","1173500","5223","https://photos.zillowstatic.com/fp/9ef60c8918f591c2827899e73d854468-p_e.jpg"
"2181 Olivewood Dr, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","687000","2","2","1217","564.5","2859","sqft","8/8/2024","1723100400000","https://zillow.com/homedetails/2181-Olivewood-Dr-Thousand-Oaks-CA-91362/16431893_zpid/","34.20852","-118.84305","TOWNHOUSE","692900","3589","https://photos.zillowstatic.com/fp/907d7349c26dcef33223025fe07d4564-p_e.jpg"
"2922 Morningside Dr, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","890000","3","2","1360","654.41","7012","sqft","8/6/2024","1722927600000","https://zillow.com/homedetails/2922-Morningside-Dr-Thousand-Oaks-CA-91362/16431133_zpid/","34.217854","-118.842766","SINGLE_FAMILY","890200","3835","https://photos.zillowstatic.com/fp/64eec74c037f4b71ad998fc553995c31-p_e.jpg"
"2040 Birchdale Ct, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","721000","2","2","1128","639.18","2865","sqft","8/6/2024","1722927600000","https://zillow.com/homedetails/2040-Birchdale-Ct-Thousand-Oaks-CA-91362/16431966_zpid/","34.208256","-118.84123","TOWNHOUSE","721200","3421","https://photos.zillowstatic.com/fp/282adc4224f7578d612403351b1752c3-p_e.jpg"
"756 N Via Colinas, Westlake Village, CA 91362","91362","Westlake Village","CA","715000","2","3","1251","571.54","1251","sqft","8/6/2024","1722927600000","https://zillow.com/homedetails/756-N-Via-Colinas-Westlake-Village-CA-91362/16488485_zpid/","34.16511","-118.808044","TOWNHOUSE","715200","3856","https://photos.zillowstatic.com/fp/eac733fb798ee030b44a33d76e42c707-p_e.jpg"
"5735 Ingram Pl, Westlake Village, CA 91362","91362","Westlake Village","CA","1387000","3","3","2303","602.26","","","8/1/2024","1722495600000","https://zillow.com/homedetails/5735-Ingram-Pl-Westlake-Village-CA-91362/16489114_zpid/","34.181335","-118.7882","TOWNHOUSE","1387200","5349","https://photos.zillowstatic.com/fp/abb8b2d928e55e8d39dd0f3ca7bfe154-p_e.jpg"
"2402 Pleasant Way UNIT F, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","408750","1","1","722","566.14","722","sqft","7/31/2024","1722409200000","https://zillow.com/homedetails/2402-Pleasant-Way-UNIT-F-Thousand-Oaks-CA-91362/16477698_zpid/","34.172638","-118.84414","CONDO","408800","2462","https://photos.zillowstatic.com/fp/10dea14ec7702586fccc23e4e8c3b111-p_e.jpg"
"4859 Windhaven Dr, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","5600000","5","6","6670","839.58","1.35","acres","7/31/2024","1722409200000","https://zillow.com/homedetails/4859-Windhaven-Dr-Thousand-Oaks-CA-91362/16484314_zpid/","34.174694","-118.80587","SINGLE_FAMILY","5613300","21663","https://photos.zillowstatic.com/fp/3d73a585571fa5a6827d33deae56a60d-p_e.jpg"
"3399 Crossland St, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1520000","4","3","2983","509.55","7561","sqft","7/30/2024","1722322800000","https://zillow.com/homedetails/3399-Crossland-St-Thousand-Oaks-CA-91362/16430291_zpid/","34.2157","-118.81342","SINGLE_FAMILY","1520200","5790","https://photos.zillowstatic.com/fp/bf4f6a3500a9cad4d34d562a591424b6-p_e.jpg"
"1965 Daylight Ct, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1750000","5","3","3079","568.37","9992","sqft","7/30/2024","1722322800000","https://zillow.com/homedetails/1965-Daylight-Ct-Thousand-Oaks-CA-91362/16436781_zpid/","34.230537","-118.84292","SINGLE_FAMILY","1749300","7577","https://photos.zillowstatic.com/fp/7819525ae308348ad7234daeb55577a2-p_e.jpg"
"3958 Cresthaven Dr, Westlake Village, CA 91362","91362","Westlake Village","CA","2444062","5","4","4181","584.56","0.46999540863177225","acres","7/30/2024","1722322800000","https://zillow.com/homedetails/3958-Cresthaven-Dr-Westlake-Village-CA-91362/16489237_zpid/","34.181152","-118.82242","SINGLE_FAMILY","2444900","8911","https://photos.zillowstatic.com/fp/f7fcad0ec7da2798557cc69704ea0e8f-p_e.jpg"
"1695 Miller Ranch Dr, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","6500000","6","8","6245","1040.83","1.09","acres","7/30/2024","1722322800000","https://zillow.com/homedetails/1695-Miller-Ranch-Dr-Thousand-Oaks-CA-91362/337907876_zpid/","34.20037","-118.817406","SINGLE_FAMILY","6500900","8745","https://photos.zillowstatic.com/fp/1dbee2b4fed67301dadc3d4b4eb5c325-p_e.jpg"
"1635 Charterwood Ct #121, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","500000","2","1","855","584.8","853.776","sqft","7/30/2024","1722322800000","https://zillow.com/homedetails/1635-Charterwood-Ct-121-Thousand-Oaks-CA-91362/2079793063_zpid/","34.17922","-118.85067","CONDO","500100","2729","https://photos.zillowstatic.com/fp/93653aa1806915761fb4b9ba0aab9bc5-p_e.jpg"
"3238 Futura Point, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1312000","4","3","2954","444.14","9038.7","sqft","7/29/2024","1722236400000","https://zillow.com/homedetails/3238-Futura-Point-Thousand-Oaks-CA-91362/16432400_zpid/","34.223206","-118.841576","SINGLE_FAMILY","1341000","6032","https://photos.zillowstatic.com/fp/535f622b0bb580f39ca349d9f6a3082b-p_e.jpg"
"5607 S Rim St, Westlake Village, CA 91362","91362","Westlake Village","CA","2775000","5","5","4921","563.91","1.17","acres","7/29/2024","1722236400000","https://zillow.com/homedetails/5607-S-Rim-St-Westlake-Village-CA-91362/16487708_zpid/","34.18942","-118.79143","SINGLE_FAMILY","2775800","10746","https://photos.zillowstatic.com/fp/84cde0c7feaf8d75e26bcd23d8f4f028-p_e.jpg"
"1635 Charterwood Ct, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","500000","2","1","855","584.8","785","sqft","7/26/2024","1721977200000","https://zillow.com/homedetails/1635-Charterwood-Ct-Thousand-Oaks-CA-91362/16477053_zpid/","34.179203","-118.85065","CONDO","501000","2729","https://photos.zillowstatic.com/fp/2362642b0b3b9085b89d78d7b4d7c495-p_e.jpg"
"634 N Via Colinas, Westlake Village, CA 91362","91362","Westlake Village","CA","640000","2","2","1153","555.07","","","7/26/2024","1721977200000","https://zillow.com/homedetails/634-N-Via-Colinas-Westlake-Village-CA-91362/16488342_zpid/","34.164757","-118.806145","CONDO","640200","3637","https://photos.zillowstatic.com/fp/40dba28d32a10df78ec12bd69de1d234-p_e.jpg"
"791 N Via Colinas, Westlake Village, CA 91362","91362","Westlake Village","CA","850000","3","3","1435","592.33","1435","sqft","7/26/2024","1721977200000","https://zillow.com/homedetails/791-N-Via-Colinas-Westlake-Village-CA-91362/16488466_zpid/","34.164196","-118.80848","CONDO","850300","4172","https://photos.zillowstatic.com/fp/84ce5c10591e31feb055f27f9b411d08-p_e.jpg"
"2823 Sandhurst Ave, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1286000","4","2","1975","651.14","6534","sqft","7/25/2024","1721890800000","https://zillow.com/homedetails/2823-Sandhurst-Ave-Thousand-Oaks-CA-91362/16433077_zpid/","34.218143","-118.83527","SINGLE_FAMILY","1286000","5190","https://photos.zillowstatic.com/fp/aa3d845f6dfb1e42598a461b26b7eb5d-p_e.jpg"
"2118 Sapra St, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1204500","4","4","2381","505.88","0.3271349862258953","acres","7/24/2024","1721804400000","https://zillow.com/homedetails/2118-Sapra-St-Thousand-Oaks-CA-91362/16483127_zpid/","34.19895","-118.84016","SINGLE_FAMILY","1204900","5858","https://photos.zillowstatic.com/fp/b127a5e74558ab84f7e126e468809cca-p_e.jpg"
"1529 Falling Star Ave, Westlake Village, CA 91362","91362","Westlake Village","CA","2900000","5","5","4888","593.29","0.47176308539944906","acres","7/24/2024","1721804400000","https://zillow.com/homedetails/1529-Falling-Star-Ave-Westlake-Village-CA-91362/16487771_zpid/","34.1916","-118.78628","SINGLE_FAMILY","","12617","https://photos.zillowstatic.com/fp/a7de4626e35e1648f1d531d7faf6d450-p_e.jpg"
"2906 Rob Ct, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1295000","4","3","2429","533.14","0.2699954086317723","acres","7/23/2024","1721718000000","https://zillow.com/homedetails/2906-Rob-Ct-Thousand-Oaks-CA-91362/16432201_zpid/","34.218586","-118.83906","SINGLE_FAMILY","1295200","5698","https://photos.zillowstatic.com/fp/4744dbb2634e209a93318ab5ebf2c63d-p_e.jpg"
"510 N Via Colinas, Westlake Village, CA 91362","91362","Westlake Village","CA","649000","2","2","1153","562.88","1153","sqft","7/23/2024","1721718000000","https://zillow.com/homedetails/510-N-Via-Colinas-Westlake-Village-CA-91362/16488224_zpid/","34.163452","-118.80656","TOWNHOUSE","649700","3806","https://photos.zillowstatic.com/fp/c9cdd22f623b060435c0cc81bd8fdcbe-p_e.jpg"
"2484 E Hillcrest Dr, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","790000","2","3","1300","607.69","5045","sqft","7/19/2024","1721372400000","https://zillow.com/homedetails/2484-E-Hillcrest-Dr-Thousand-Oaks-CA-91362/16477389_zpid/","34.176373","-118.839","SINGLE_FAMILY","791300","3497","https://photos.zillowstatic.com/fp/fd2766e9a4f60a2a0ec6adf59437c4cd-p_e.jpg"
"3258 N Allegheny Ct, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1575000","6","5","3610","436.29","7400","sqft","7/19/2024","1721372400000","https://zillow.com/homedetails/3258-N-Allegheny-Ct-Thousand-Oaks-CA-91362/16484132_zpid/","34.16946","-118.82936","SINGLE_FAMILY","1578000","9750","https://photos.zillowstatic.com/fp/6b6b722ccc7b8edc0988b9f22efe0132-p_e.jpg"
"4963 Summit View Dr, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","6975000","5","7","8783","794.15","1.15","acres","7/19/2024","1721372400000","https://zillow.com/homedetails/4963-Summit-View-Dr-Thousand-Oaks-CA-91362/16484389_zpid/","34.18021","-118.80388","SINGLE_FAMILY","6974200","26954","https://photos.zillowstatic.com/fp/b805644e902101de46866bbf4e889f08-p_e.jpg"
"3258 Allegheny Ct, Westlake Village, CA 91362","91362","Westlake Village","CA","1575000","6","5","3310","475.83","7400","sqft","7/19/2024","1721372400000","https://zillow.com/homedetails/3258-Allegheny-Ct-Westlake-Village-CA-91362/2067239788_zpid/","34.16951","-118.82966","SINGLE_FAMILY","1576400","9188","https://photos.zillowstatic.com/fp/32d7def4cba25e29a617327b4fa47e18-p_e.jpg"
"1818 La Granada Dr, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1075000","3","2","1633","658.3","10148","sqft","7/18/2024","1721286000000","https://zillow.com/homedetails/1818-La-Granada-Dr-Thousand-Oaks-CA-91362/16482965_zpid/","34.19441","-118.84493","SINGLE_FAMILY","1074900","4391","https://photos.zillowstatic.com/fp/5fabde297d46036e0832653895e4aa3c-p_e.jpg"
"1081 Westcreek Ln, Westlake Village, CA 91362","91362","Westlake Village","CA","1100000","3","3","2113","520.59","","","7/18/2024","1721286000000","https://zillow.com/homedetails/1081-Westcreek-Ln-Westlake-Village-CA-91362/16489069_zpid/","34.182762","-118.78855","TOWNHOUSE","1156800","5143","https://photos.zillowstatic.com/fp/735a41fc900f2109eb7a8d7f03df374a-p_e.jpg"
"2444 Rikkard Dr, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1255900","4","3","2180","576.1","7841","sqft","7/17/2024","1721199600000","https://zillow.com/homedetails/2444-Rikkard-Dr-Thousand-Oaks-CA-91362/16432793_zpid/","34.21286","-118.83696","SINGLE_FAMILY","1255800","5467","https://photos.zillowstatic.com/fp/040d8831d1aef38a14ebcdc22282bf20-p_e.jpg"
"3535 Indian Ridge Cir, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1850000","4","3","3243","570.46","10349","sqft","7/12/2024","1720767600000","https://zillow.com/homedetails/3535-Indian-Ridge-Cir-Thousand-Oaks-CA-91362/16430233_zpid/","34.216515","-118.81064","SINGLE_FAMILY","1849700","7583","https://photos.zillowstatic.com/fp/b3c0609378daee4eb9983547444aaba7-p_e.jpg"
"1848 Cannes Dr, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1570000","5","4","3354","468.1","9853","sqft","7/12/2024","1720767600000","https://zillow.com/homedetails/1848-Cannes-Dr-Thousand-Oaks-CA-91362/16432610_zpid/","34.220905","-118.844826","SINGLE_FAMILY","1573300","6954","https://photos.zillowstatic.com/fp/63e42198b5158745e7a05e55097f3a4e-p_e.jpg"
"3209 N Blue Ridge Ct, Westlake Village, CA 91362","91362","Westlake Village","CA","1405000","5","3","2637","532.8","7089","sqft","7/12/2024","1720767600000","https://zillow.com/homedetails/3209-N-Blue-Ridge-Ct-Westlake-Village-CA-91362/16484037_zpid/","34.17073","-118.82876","SINGLE_FAMILY","1406900","6851","https://photos.zillowstatic.com/fp/4dbbfa33f59c835bdfbcec20952a4c16-p_e.jpg"
"3014 Eagles Claw Ave, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1260000","3","3","2632","478.72","2632","sqft","7/11/2024","1720681200000","https://zillow.com/homedetails/3014-Eagles-Claw-Ave-Thousand-Oaks-CA-91362/54900007_zpid/","34.220383","-118.82412","SINGLE_FAMILY","1259800","5968","https://photos.zillowstatic.com/fp/ed06c7f4bd4558221d5447418c85eac7-p_e.jpg"
"366 N Via Colinas, Westlake Village, CA 91362","91362","Westlake Village","CA","815000","3","3","1332","611.86","1332","sqft","7/9/2024","1720508400000","https://zillow.com/homedetails/366-N-Via-Colinas-Westlake-Village-CA-91362/16488163_zpid/","34.1618","-118.807014","TOWNHOUSE","817300","4256","https://photos.zillowstatic.com/fp/decfaeea103707458fb63b24276e21a6-p_e.jpg"
"2716 Autumn Ridge Dr, Thousand Oaks, CA 91362","91362","Thousand Oaks","CA","1373000","4","3","2679","512.5","9732","sqft","7/8/2024","1720422000000","https://zillow.com/homedetails/2716-Autumn-Ridge-Dr-Thousand-Oaks-CA-91362/16430271_zpid/","34.21609","-118.81305","SINGLE_FAMILY","1376900","5549","https://photos.zillowstatic.com/fp/91fd29eec77f50428e9be29b85a7b952-p_e.jpg"
