"address","zipCode","city","state","price","bed","bath","sqft","pricePerSf","lotArea","lotAreaType","dateSold","dateSoldNumeric","zillowUrl","latitude","longitude","homeType","zestimate","rentZestimate","imageUrl"
"921 Ellesmere Way, Oak Park, CA 91377","91377","Oak Park","CA","1700000","5","5","3308","513.91","7901","sqft","8/9/2024","1723186800000","https://zillow.com/homedetails/921-Ellesmere-Way-Oak-Park-CA-91377/16497267_zpid/","34.189407","-118.7571","SINGLE_FAMILY","1700200","7815","https://photos.zillowstatic.com/fp/d20e03b21c3678a8a592145ea04c01b5-p_e.jpg"
"6 N Basswood Ave, Oak Park, CA 91377","91377","Oak Park","CA","1468000","4","2","1909","768.99","0.41526629935720843","acres","8/8/2024","1723100400000","https://zillow.com/homedetails/6-N-Basswood-Ave-Oak-Park-CA-91377/16495110_zpid/","34.168133","-118.752975","SINGLE_FAMILY","1468300","5045","https://photos.zillowstatic.com/fp/c522cd45f5390e2abebfb104df2a955e-p_e.jpg"
"75 Mimosa Ct, Oak Park, CA 91377","91377","Oak Park","CA","799000","3","3","1462","546.51","2050","sqft","8/5/2024","1722841200000","https://zillow.com/homedetails/75-Mimosa-Ct-Oak-Park-CA-91377/16494876_zpid/","34.16974","-118.766846","SINGLE_FAMILY","799300","3991","https://photos.zillowstatic.com/fp/935ad8d3c3fd3b7bf54828add96cc864-p_e.jpg"
"6091 Caledonia Ct, Oak Park, CA 91377","91377","Oak Park","CA","1700000","4","4","3235","525.5","6259","sqft","8/5/2024","1722841200000","https://zillow.com/homedetails/6091-Caledonia-Ct-Oak-Park-CA-91377/16497423_zpid/","34.188763","-118.76053","SINGLE_FAMILY","1700700","6323","https://photos.zillowstatic.com/fp/7f402fc427c794eef1e2be645615447b-p_e.jpg"
"984 N Quarterhorse Ln, Oak Park, CA 91377","91377","Oak Park","CA","755000","2","2","1012","746.05","2524","sqft","8/2/2024","1722582000000","https://zillow.com/homedetails/984-N-Quarterhorse-Ln-Oak-Park-CA-91377/16496203_zpid/","34.182087","-118.75852","CONDO","756200","3086","https://photos.zillowstatic.com/fp/403f2b847bf849a6d42f54ef80ccd9db-p_e.jpg"
"921 Blackbourne Point, Oak Park, CA 91377","91377","Oak Park","CA","1860000","5","5","3699","502.84","6918","sqft","8/2/2024","1722582000000","https://zillow.com/homedetails/921-Blackbourne-Point-Oak-Park-CA-91377/16497338_zpid/","34.18971","-118.75831","SINGLE_FAMILY","1860400","7939","https://photos.zillowstatic.com/fp/3cf5a96b527f6476f67e59e108a87d27-p_e.jpg"
"24 N Kanan Rd, Oak Park, CA 91377","91377","Oak Park","CA","1250000","3","2","2300","543.48","8061","sqft","7/31/2024","1722409200000","https://zillow.com/homedetails/24-N-Kanan-Rd-Oak-Park-CA-91377/16494083_zpid/","34.16923","-118.75807","SINGLE_FAMILY","1250300","4955","https://photos.zillowstatic.com/fp/eee8b0f03e59b2df38249549069a5f4c-p_e.jpg"
"6019 Caledonia Ct, Oak Park, CA 91377","91377","Oak Park","CA","1734600","5","4","3235","536.2","6459.948","sqft","7/31/2024","1722409200000","https://zillow.com/homedetails/6019-Caledonia-Ct-Oak-Park-CA-91377/16497414_zpid/","34.18857","-118.76203","SINGLE_FAMILY","1751200","7209","https://photos.zillowstatic.com/fp/9dd2246419a3d6eea41688bc238cf7fb-p_e.jpg"
"367 N Sprucewood Ave, Oak Park, CA 91377","91377","Oak Park","CA","740000","2","2","1134","652.56","5662","sqft","7/30/2024","1722322800000","https://zillow.com/homedetails/367-N-Sprucewood-Ave-Oak-Park-CA-91377/16494320_zpid/","34.17607","-118.75791","TOWNHOUSE","740100","3473","https://photos.zillowstatic.com/fp/02ba0f15ce31a5e46a5873deb435a4d6-p_e.jpg"
"5423 Spanish Oak Ln UNIT B, Oak Park, CA 91377","91377","Oak Park","CA","655000","2","3","1204","544.02","1204","sqft","7/29/2024","1722236400000","https://zillow.com/homedetails/5423-Spanish-Oak-Ln-UNIT-B-Oak-Park-CA-91377/16495841_zpid/","34.1799","-118.77167","TOWNHOUSE","655200","3787","https://photos.zillowstatic.com/fp/04ea54f452ad50ab621162544ceb5684-p_e.jpg"
"468 Pavarotti Dr, Oak Park, CA 91377","91377","Oak Park","CA","926000","3","3","1560","593.59","1560","sqft","7/23/2024","1721718000000","https://zillow.com/homedetails/468-Pavarotti-Dr-Oak-Park-CA-91377/16486833_zpid/","34.17843","-118.78572","TOWNHOUSE","926500","4194","https://photos.zillowstatic.com/fp/16e86404c51558f044ac78be83eda264-p_e.jpg"
"726 Oak Point Dr, Oak Park, CA 91377","91377","Oak Park","CA","1570000","5","3","2307","680.54","10657","sqft","7/23/2024","1721718000000","https://zillow.com/homedetails/726-Oak-Point-Dr-Oak-Park-CA-91377/16496672_zpid/","34.1809","-118.75781","SINGLE_FAMILY","1570800","6584","https://photos.zillowstatic.com/fp/78a082ef6b5be7f49c219fca4f612a26-p_e.jpg"
"535 N Park Springs Ct, Oak Park, CA 91377","91377","Oak Park","CA","1875000","5","5","2925","641.03","0.551813590449954","acres","7/19/2024","1721372400000","https://zillow.com/homedetails/535-N-Park-Springs-Ct-Oak-Park-CA-91377/16496601_zpid/","34.180355","-118.752815","SINGLE_FAMILY","1874800","7762","https://photos.zillowstatic.com/fp/3571b679bbfa10740c2cfe51506e3467-p_e.jpg"
"5005 Pathfinder Ave, Oak Park, CA 91377","91377","Oak Park","CA","2175000","4","3","3188","682.25","0.3618","acres","7/18/2024","1721286000000","https://zillow.com/homedetails/5005-Pathfinder-Ave-Oak-Park-CA-91377/16486377_zpid/","34.19297","-118.782364","SINGLE_FAMILY","2174700","6572","https://photos.zillowstatic.com/fp/56e5b135db2e86f39f5c118a1b4c46ec-p_e.jpg"
"5149 Pesto Way, Oak Park, CA 91377","91377","Oak Park","CA","1467500","5","3","2358","622.35","5689","sqft","7/16/2024","1721113200000","https://zillow.com/homedetails/5149-Pesto-Way-Oak-Park-CA-91377/16487371_zpid/","34.176365","-118.778534","SINGLE_FAMILY","1518800","6031","https://photos.zillowstatic.com/fp/5010f9d961d76afae58fd92e8544ef2a-p_e.jpg"
"5485 Bromely Dr, Oak Park, CA 91377","91377","Oak Park","CA","2169000","4","4","3457","627.42","0.28810835629017445","acres","7/15/2024","1721026800000","https://zillow.com/homedetails/5485-Bromely-Dr-Oak-Park-CA-91377/16486548_zpid/","34.192432","-118.773926","SINGLE_FAMILY","2171100","7488","https://photos.zillowstatic.com/fp/25555c732743f4ff795d358161558c6f-p_e.jpg"
"847 Sassafrass Way, Oak Park, CA 91377","91377","Oak Park","CA","2400000","5","4","3406","704.64","0.3126951331496786","acres","7/15/2024","1721026800000","https://zillow.com/homedetails/847-Sassafrass-Way-Oak-Park-CA-91377/16486943_zpid/","34.187588","-118.7818","SINGLE_FAMILY","2399700","6683","https://photos.zillowstatic.com/fp/edf4125172d5fed5482dc1893f7e74b0-p_e.jpg"
"510 Ulverston St, Oak Park, CA 91377","91377","Oak Park","CA","1550000","4","3","2687","576.85","5570","sqft","7/12/2024","1720767600000","https://zillow.com/homedetails/510-Ulverston-St-Oak-Park-CA-91377/16495615_zpid/","34.179993","-118.78169","SINGLE_FAMILY","1549700","6315","https://photos.zillowstatic.com/fp/2d6e2edf9fbb8b3cb24056f63faddb52-p_e.jpg"
"1185 Heatherview Dr, Oak Park, CA 91377","91377","Oak Park","CA","1165000","3","3","1825","638.36","4056","sqft","7/11/2024","1720681200000","https://zillow.com/homedetails/1185-Heatherview-Dr-Oak-Park-CA-91377/16496013_zpid/","34.185726","-118.76112","SINGLE_FAMILY","1164800","5165","https://photos.zillowstatic.com/fp/e50d4089e6d909b1b09f9944341c4c04-p_e.jpg"
"5805 Oak Bend Ln UNIT 307, Oak Park, CA 91377","91377","Oak Park","CA","590000","2","2","1104","534.42","1104","sqft","7/11/2024","1720681200000","https://zillow.com/homedetails/5805-Oak-Bend-Ln-UNIT-307-Oak-Park-CA-91377/16497148_zpid/","34.185455","-118.764915","CONDO","571400","3125","https://photos.zillowstatic.com/fp/3a415050ca09a3710c921726c0982c1d-p_e.jpg"
"631 Oak Run Trl UNIT 307, Oak Park, CA 91377","91377","Oak Park","CA","601000","2","2","1104","544.38","1104","sqft","7/2/2024","1719903600000","https://zillow.com/homedetails/631-Oak-Run-Trl-UNIT-307-Oak-Park-CA-91377/16496840_zpid/","34.183147","-118.767296","CONDO","602100","3125","https://photos.zillowstatic.com/fp/f00239c226bcc0bcbc792cb75348c032-p_e.jpg"
"232 Via Del Caballo, Oak Park, CA 91377","91377","Oak Park","CA","717000","3","3","1462","490.42","2178","sqft","6/28/2024","1719558000000","https://zillow.com/homedetails/232-Via-Del-Caballo-Oak-Park-CA-91377/16495173_zpid/","34.174923","-118.7656","SINGLE_FAMILY","718500","3880","https://photos.zillowstatic.com/fp/1d21c051e1d8518188f03128ab1cdeb2-p_e.jpg"
"6091 Mandeville Pl, Oak Park, CA 91377","91377","Oak Park","CA","1990000","5","5","3699","537.98","6688","sqft","6/28/2024","1719558000000","https://zillow.com/homedetails/6091-Mandeville-Pl-Oak-Park-CA-91377/16497396_zpid/","34.189613","-118.7609","SINGLE_FAMILY","1994200","7821","https://photos.zillowstatic.com/fp/102cf158994194fda1b04ce807671079-p_e.jpg"
"6668 E Buttonwood Ave, Oak Park, CA 91377","91377","Oak Park","CA","1465000","4","2","1909","767.42","0.4647153351698806","acres","6/27/2024","1719471600000","https://zillow.com/homedetails/6668-E-Buttonwood-Ave-Oak-Park-CA-91377/16495029_zpid/","34.170795","-118.74753","SINGLE_FAMILY","1468200","5061","https://photos.zillowstatic.com/fp/dcb3ac24ed8adb0d01d3cd38f5c84379-p_e.jpg"
"266 Concerto Dr, Oak Park, CA 91377","91377","Oak Park","CA","1005000","4","3","2004","501.5","2004","sqft","6/26/2024","1719385200000","https://zillow.com/homedetails/266-Concerto-Dr-Oak-Park-CA-91377/16487473_zpid/","34.173676","-118.787445","TOWNHOUSE","1009200","5008","https://photos.zillowstatic.com/fp/e4e9c06cc118ed19bc00ae8cd802663b-p_e.jpg"
"79 N Birchwood Ave, Oak Park, CA 91377","91377","Oak Park","CA","1150000","5","3","1996","576.15","7920","sqft","6/26/2024","1719385200000","https://zillow.com/homedetails/79-N-Birchwood-Ave-Oak-Park-CA-91377/16494070_zpid/","34.170273","-118.757324","SINGLE_FAMILY","1152600","5355","https://photos.zillowstatic.com/fp/fc4c9bd57722e058d8e0c96b050e39a5-p_e.jpg"
"49 N Peregrine Cir, Oak Park, CA 91377","91377","Oak Park","CA","1185000","4","3","2212","535.71","6793","sqft","6/26/2024","1719385200000","https://zillow.com/homedetails/49-N-Peregrine-Cir-Oak-Park-CA-91377/16495091_zpid/","34.169544","-118.74962","SINGLE_FAMILY","1187600","5363","https://photos.zillowstatic.com/fp/8525da146f8587581e9df2fc54da4786-p_e.jpg"
"5423 Spanish Oak Ln UNIT E, Oak Park, CA 91377","91377","Oak Park","CA","673500","2","3","1236","544.9","1236","sqft","6/26/2024","1719385200000","https://zillow.com/homedetails/5423-Spanish-Oak-Ln-UNIT-E-Oak-Park-CA-91377/16495838_zpid/","34.179935","-118.7716","TOWNHOUSE","675000","3814","https://photos.zillowstatic.com/fp/60bffb932801d07ef53889400f70c619-p_e.jpg"
"637 Indian Oak Ln UNIT 108, Oak Park, CA 91377","91377","Oak Park","CA","645000","2","3","1244","518.49","1244","sqft","6/25/2024","1719298800000","https://zillow.com/homedetails/637-Indian-Oak-Ln-UNIT-108-Oak-Park-CA-91377/16496811_zpid/","34.183132","-118.76607","CONDO","646500","3286","https://photos.zillowstatic.com/fp/389893b2d02ab10de9f02b39b94772b7-p_e.jpg"
"334 Saint Thomas Dr, Oak Park, CA 91377","91377","Oak Park","CA","1200000","3","3","1890","634.92","3640","sqft","6/20/2024","1718866800000","https://zillow.com/homedetails/334-Saint-Thomas-Dr-Oak-Park-CA-91377/16487243_zpid/","34.175205","-118.78352","SINGLE_FAMILY","1203100","4783","https://photos.zillowstatic.com/fp/3d50f846318e9bb97b4d73018026abdb-p_e.jpg"
"1312 Dubonnet Ct, Oak Park, CA 91377","91377","Oak Park","CA","2349500","5","4","3557","660.53","0.29529384756657484","acres","6/18/2024","1718694000000","https://zillow.com/homedetails/1312-Dubonnet-Ct-Oak-Park-CA-91377/16486395_zpid/","34.19292","-118.77859","SINGLE_FAMILY","2355800","7425","https://photos.zillowstatic.com/fp/36be28d7875d974bccb5792c85193aeb-p_e.jpg"
"778 Bellagio Ct, Oak Park, CA 91377","91377","Oak Park","CA","1249900","4","3","2041","612.4","5388","sqft","6/18/2024","1718694000000","https://zillow.com/homedetails/778-Bellagio-Ct-Oak-Park-CA-91377/16486691_zpid/","34.184563","-118.78163","SINGLE_FAMILY","1253400","4979","https://photos.zillowstatic.com/fp/abd9b12f375170d882fa86e5843bbb02-p_e.jpg"
"4735 Rhapsody Dr, Oak Park, CA 91377","91377","Oak Park","CA","1050000","3","3","1783","588.9","1783","sqft","6/18/2024","1718694000000","https://zillow.com/homedetails/4735-Rhapsody-Dr-Oak-Park-CA-91377/16487533_zpid/","34.17146","-118.786835","TOWNHOUSE","1052800","4504","https://photos.zillowstatic.com/fp/47fac8e17116c656f8c56a701effcffb-p_e.jpg"
"5867 E Briarwood Ln, Oak Park, CA 91377","91377","Oak Park","CA","4495","3","2","1689","2.66","8712","sqft","6/15/2024","1718434800000","https://zillow.com/homedetails/5867-E-Briarwood-Ln-Oak-Park-CA-91377/16494772_zpid/","34.169334","-118.76411","SINGLE_FAMILY","1064100","4589","https://photos.zillowstatic.com/fp/f129136156e9b87843d88fa046708ba6-p_e.jpg"
"6196 Deerhill Rd, Oak Park, CA 91377","91377","Oak Park","CA","2125000","5","5","4010","529.93","8541","sqft","6/12/2024","1718175600000","https://zillow.com/homedetails/6196-Deerhill-Rd-Oak-Park-CA-91377/52469292_zpid/","34.19078","-118.757774","SINGLE_FAMILY","","8367","https://photos.zillowstatic.com/fp/823e0219029cd1b3958834730d16a121-p_e.jpg"
"1360 Lafitte Dr, Oak Park, CA 91377","91377","Oak Park","CA","2735000","5","4","3338","819.35","1","acres","6/10/2024","1718002800000","https://zillow.com/homedetails/1360-Lafitte-Dr-Oak-Park-CA-91377/16486262_zpid/","34.194695","-118.78022","SINGLE_FAMILY","2745400","7388","https://photos.zillowstatic.com/fp/d8a4671cb0b2343a24677fd0da6b7af4-p_e.jpg"
"653 Oak Run Trl UNIT 401, Oak Park, CA 91377","91377","Oak Park","CA","578000","2","2","1104","523.55","1104","sqft","6/7/2024","1717743600000","https://zillow.com/homedetails/653-Oak-Run-Trl-UNIT-401-Oak-Park-CA-91377/16496827_zpid/","34.18339","-118.76717","CONDO","580300","3125","https://photos.zillowstatic.com/fp/1f801f5780849416ba01a2f13dde902a-p_e.jpg"
"685 Parkside Ct UNIT 107, Oak Park, CA 91377","91377","Oak Park","CA","626000","2","3","1365","458.61","1245.816","sqft","6/7/2024","1717743600000","https://zillow.com/homedetails/685-Parkside-Ct-UNIT-107-Oak-Park-CA-91377/16496944_zpid/","34.18453","-118.76529","TOWNHOUSE","618200","3881","https://photos.zillowstatic.com/fp/ce5ff8ab3f5c0c0eb772d1dfc72f28c5-p_e.jpg"
"5028 Benedict Ct, Oak Park, CA 91377","91377","Oak Park","CA","1215000","3","3","2095","579.95","3867","sqft","6/4/2024","1717484400000","https://zillow.com/homedetails/5028-Benedict-Ct-Oak-Park-CA-91377/16486732_zpid/","34.183968","-118.78097","SINGLE_FAMILY","1218900","4859","https://photos.zillowstatic.com/fp/a3864dfe60a9b90449a81ad7daa6b9ca-p_e.jpg"
"786 Aspen Oak Ct, Oak Park, CA 91377","91377","Oak Park","CA","1050000","4","3","2213","474.47","5002","sqft","5/31/2024","1717138800000","https://zillow.com/homedetails/786-Aspen-Oak-Ct-Oak-Park-CA-91377/16496741_zpid/","34.182304","-118.75353","SINGLE_FAMILY","1054700","5348","https://photos.zillowstatic.com/fp/0e57137832baea44204603809ab933df-p_e.jpg"
"5782 Oak Bank Trl UNIT 108, Oak Park, CA 91377","91377","Oak Park","CA","635000","2","3","1244","510.45","1244","sqft","5/31/2024","1717138800000","https://zillow.com/homedetails/5782-Oak-Bank-Trl-UNIT-108-Oak-Park-CA-91377/16496774_zpid/","34.18266","-118.76639","TOWNHOUSE","637800","3334","https://photos.zillowstatic.com/fp/7f27aaabc8dd281f736cf8288bffc3f3-p_e.jpg"
"697 Sutton Crest Trl UNIT 109, Oak Park, CA 91377","91377","Oak Park","CA","450000","1","1","780","576.92","780","sqft","5/30/2024","1717052400000","https://zillow.com/homedetails/697-Sutton-Crest-Trl-UNIT-109-Oak-Park-CA-91377/16496913_zpid/","34.185028","-118.766426","CONDO","452000","2558","https://photos.zillowstatic.com/fp/1cd811298686fb21223192cd32daa864-p_e.jpg"
"751 Trousdale St, Oak Park, CA 91377","91377","Oak Park","CA","1200000","3","3","2095","572.79","6121","sqft","5/22/2024","1716361200000","https://zillow.com/homedetails/751-Trousdale-St-Oak-Park-CA-91377/16486714_zpid/","34.18493","-118.7828","SINGLE_FAMILY","1206300","5037","https://photos.zillowstatic.com/fp/cd2f069504758e65e3f3520bb89f440e-p_e.jpg"
"1081 Thistlegate Rd, Oak Park, CA 91377","91377","Oak Park","CA","888000","3","3","1514","586.53","1936","sqft","5/21/2024","1716274800000","https://zillow.com/homedetails/1081-Thistlegate-Rd-Oak-Park-CA-91377/16496001_zpid/","34.18405","-118.76105","TOWNHOUSE","892700","4416","https://photos.zillowstatic.com/fp/68cc698c443cd12b6ce827104454ec62-p_e.jpg"
"6363 E Bayberry St, Oak Park, CA 91377","91377","Oak Park","CA","1305000","4","3","2240","582.59","9348","sqft","5/17/2024","1715929200000","https://zillow.com/homedetails/6363-E-Bayberry-St-Oak-Park-CA-91377/16494369_zpid/","34.17473","-118.75695","SINGLE_FAMILY","1312400","5401","https://photos.zillowstatic.com/fp/8f2967951d93a1490005b6d1320540ab-p_e.jpg"
"124 N Rosehedge Ln, Oak Park, CA 91377","91377","Oak Park","CA","660000","2","1","980","673.47","3532.716","sqft","5/15/2024","1715756400000","https://zillow.com/homedetails/124-N-Rosehedge-Ln-Oak-Park-CA-91377/16494861_zpid/","34.17084","-118.76648","TOWNHOUSE","650000","3211","https://photos.zillowstatic.com/fp/4f0e337aeb9c9fd526b20a34e1c046e1-p_e.jpg"
"537 Savona Way, Oak Park, CA 91377","91377","Oak Park","CA","1452000","4","3","2387","608.29","4600","sqft","5/13/2024","1715583600000","https://zillow.com/homedetails/537-Savona-Way-Oak-Park-CA-91377/16486965_zpid/","34.18048","-118.78465","SINGLE_FAMILY","1460800","5359","https://photos.zillowstatic.com/fp/4f2610f3caec2c5574e549e95329f4be-p_e.jpg"
"376 Medea Creek Ln, Oak Park, CA 91377","91377","Oak Park","CA","1280000","4","3","2698","474.43","5607","sqft","5/10/2024","1715324400000","https://zillow.com/homedetails/376-Medea-Creek-Ln-Oak-Park-CA-91377/16495552_zpid/","34.17769","-118.76415","SINGLE_FAMILY","1288100","6220","https://photos.zillowstatic.com/fp/1583c3bf45ff7180335b82aada912c6a-p_e.jpg"
"4724 Rhapsody Dr, Oak Park, CA 91377","91377","Oak Park","CA","1100000","3","3","1783","616.94","1783","sqft","5/9/2024","1715238000000","https://zillow.com/homedetails/4724-Rhapsody-Dr-Oak-Park-CA-91377/16487500_zpid/","34.17099","-118.78691","TOWNHOUSE","1107100","4504","https://photos.zillowstatic.com/fp/3aed07db37636015f77e2d264bdb8c85-p_e.jpg"
"46 Locust Ave, Oak Park, CA 91377","91377","Oak Park","CA","1500000","5","3","2561","585.71","7405","sqft","5/8/2024","1715151600000","https://zillow.com/homedetails/46-Locust-Ave-Oak-Park-CA-91377/16494616_zpid/","34.169605","-118.76044","SINGLE_FAMILY","1509800","5731","https://photos.zillowstatic.com/fp/95baaf943fc66e332f804ba363310a09-p_e.jpg"
"210 Estrellita Ln, Oak Park, CA 91377","91377","Oak Park","CA","710000","2","2","980","724.49","3049","sqft","5/8/2024","1715151600000","https://zillow.com/homedetails/210-Estrellita-Ln-Oak-Park-CA-91377/16495199_zpid/","34.17377","-118.76438","CONDO","714600","3009","https://photos.zillowstatic.com/fp/a2772483cefa5e581eb9f8028ff81b84-p_e.jpg"
"4836 Matteo St, Oak Park, CA 91377","91377","Oak Park","CA","930000","3","3","","","","","5/7/2024","1715065200000","https://zillow.com/homedetails/4836-Matteo-St-Oak-Park-CA-91377/16486901_zpid/","34.175735","-118.78515","SINGLE_FAMILY","965500","4293","https://photos.zillowstatic.com/fp/9fc5c105344714ded8f568f109bd45cf-p_e.jpg"
"6258 E Sunnycrest Dr, Oak Park, CA 91377","91377","Oak Park","CA","820500","3","3","1558","526.64","5662.8","sqft","5/7/2024","1715065200000","https://zillow.com/homedetails/6258-E-Sunnycrest-Dr-Oak-Park-CA-91377/16494307_zpid/","34.17623","-118.75877","TOWNHOUSE","813000","4221","https://photos.zillowstatic.com/fp/34fa70c74f0b4be98a77d9e9216d7ac9-p_e.jpg"
"5728 Oak Bend Ln UNIT 404, Oak Park, CA 91377","91377","Oak Park","CA","590000","2","2","1104","534.42","1104","sqft","5/6/2024","1714978800000","https://zillow.com/homedetails/5728-Oak-Bend-Ln-UNIT-404-Oak-Park-CA-91377/16497105_zpid/","34.186245","-118.76664","CONDO","593900","3095","https://photos.zillowstatic.com/fp/402e8b273e1a94922f7eae6ac08207dd-p_e.jpg"
"482 Belcaro Way, Oak Park, CA 91377","91377","Oak Park","CA","745000","2","3","1240","600.81","1240","sqft","5/3/2024","1714719600000","https://zillow.com/homedetails/482-Belcaro-Way-Oak-Park-CA-91377/16487608_zpid/","34.17851","-118.78441","TOWNHOUSE","750200","3521","https://photos.zillowstatic.com/fp/757d32d5f2019ec3839f31cbc8b09280-p_e.jpg"
"6428 E Bayberry St, Oak Park, CA 91377","91377","Oak Park","CA","1310000","4","2","1833","714.68","7107","sqft","5/3/2024","1714719600000","https://zillow.com/homedetails/6428-E-Bayberry-St-Oak-Park-CA-91377/16494379_zpid/","34.17415","-118.7558","SINGLE_FAMILY","1319100","5029","https://photos.zillowstatic.com/fp/a79c7c2d5a22a45daadeb44c2a0e2647-p_e.jpg"
"4927 Lazio Way, Oak Park, CA 91377","91377","Oak Park","CA","4200","2","2.5","1240","3.39","","","5/2/2024","1714633200000","https://zillow.com/homedetails/4927-Lazio-Way-Oak-Park-CA-91377/16495312_zpid/","34.17696","-118.78352","TOWNHOUSE","643800","3599","https://photos.zillowstatic.com/fp/4b44a90610701535c2891ddf743c3655-p_e.jpg"
"675 Oak Run Trl UNIT 205, Oak Park, CA 91377","91377","Oak Park","CA","425000","1","1","780","544.87","780","sqft","5/1/2024","1714546800000","https://zillow.com/homedetails/675-Oak-Run-Trl-UNIT-205-Oak-Park-CA-91377/16496933_zpid/","34.18444","-118.76684","CONDO","428000","2558","https://photos.zillowstatic.com/fp/4c7a3c3620692be86e8b9b87d33cd5bb-p_e.jpg"
"5805 Oak Bend Ln UNIT 412, Oak Park, CA 91377","91377","Oak Park","CA","490000","2","2","1104","443.84","1104","sqft","4/29/2024","1714374000000","https://zillow.com/homedetails/5805-Oak-Bend-Ln-UNIT-412-Oak-Park-CA-91377/16497157_zpid/","34.185722","-118.765434","CONDO","493600","3125","https://photos.zillowstatic.com/fp/667e8c8b74b07058949b96b5795b0287-p_e.jpg"
