"address","zipCode","city","state","price","bed","bath","sqft","pricePerSf","lotArea","lotAreaType","dateSold","dateSoldNumeric","zillowUrl","latitude","longitude","homeType","zestimate","rentZestimate","imageUrl"
"265 Green Heath Pl, Thousand Oaks, CA 91361","91361","Thousand Oaks","CA","670000","3","3","1355","494.46","4356","sqft","9/4/2024","1725433200000","https://zillow.com/homedetails/265-Green-Heath-Pl-Thousand-Oaks-CA-91361/16484715_zpid/","34.175262","-118.882965","TOWNHOUSE","665100","3992","https://photos.zillowstatic.com/fp/353f620b1323eade15c8179fc7aea6df-p_e.jpg"
"2387 Leeward Cir, Westlake Village, CA 91361","91361","Westlake Village","CA","2075000","3","2","1641","1264.47","5375","sqft","8/30/2024","1725001200000","https://zillow.com/homedetails/2387-Leeward-Cir-Westlake-Village-CA-91361/16493548_zpid/","34.142345","-118.83285","SINGLE_FAMILY","2075100","5434","https://photos.zillowstatic.com/fp/343509d0466eaacae827aaf28bbbacd5-p_e.jpg"
"32050 Grenville Ct, Westlake Village, CA 91361","91361","Westlake Village","CA","1321000","4","2","1737","760.51","9159","sqft","8/30/2024","1725001200000","https://zillow.com/homedetails/32050-Grenville-Ct-Westlake-Village-CA-91361/19892878_zpid/","34.142902","-118.82061","SINGLE_FAMILY","1321000","6519","https://photos.zillowstatic.com/fp/88976ba928f041c4842969b76ae88e2f-p_e.jpg"
"2528 Northshore Ln, Westlake Village, CA 91361","91361","Westlake Village","CA","1540000","2","2","1591","967.94","5362","sqft","8/27/2024","1724742000000","https://zillow.com/homedetails/2528-Northshore-Ln-Westlake-Village-CA-91361/16493208_zpid/","34.14947","-118.83204","SINGLE_FAMILY","1540300","4325","https://photos.zillowstatic.com/fp/33bd8d7f8b92986253e57f97753b4ab8-p_e.jpg"
"236 Green Heath Pl, Thousand Oaks, CA 91361","91361","Thousand Oaks","CA","581500","3","3","1452","400.48","4356","sqft","8/8/2024","1723100400000","https://zillow.com/homedetails/236-Green-Heath-Pl-Thousand-Oaks-CA-91361/16484673_zpid/","34.1748","-118.8816","TOWNHOUSE","583200","3883","https://photos.zillowstatic.com/fp/b5e2ed45d7af094cc577c088761550ae-p_e.jpg"
"2063 Dewberry Ct, Westlake Village, CA 91361","91361","Westlake Village","CA","1224000","4","2","1550","789.68","0.3055555555555556","acres","7/29/2024","1722236400000","https://zillow.com/homedetails/2063-Dewberry-Ct-Westlake-Village-CA-91361/16492029_zpid/","34.152733","-118.84018","SINGLE_FAMILY","1224300","5977","https://photos.zillowstatic.com/fp/69708066d3ba05d5d72f85021be9f930-p_e.jpg"
"2608 Lakewood Pl, Westlake Village, CA 91361","91361","Westlake Village","CA","1250000","2","2","1231","1015.43","3078","sqft","7/24/2024","1721804400000","https://zillow.com/homedetails/2608-Lakewood-Pl-Westlake-Village-CA-91361/16493276_zpid/","34.14953","-118.82956","TOWNHOUSE","1252500","3863","https://photos.zillowstatic.com/fp/b34c235075ac9726b4c443cc150483a3-p_e.jpg"
"32143 Beachlake Ln, Westlake Village, CA 91361","91361","Westlake Village","CA","1015000","3","2","1410","719.86","3200","sqft","7/11/2024","1720681200000","https://zillow.com/homedetails/32143-Beachlake-Ln-Westlake-Village-CA-91361/19891660_zpid/","34.141617","-118.82189","TOWNHOUSE","1018100","5447","https://photos.zillowstatic.com/fp/4224fdf4a8ffa9b2b392cc74753a6920-p_e.jpg"
"1140 Canterford Cir, Westlake Village, CA 91361","91361","Westlake Village","CA","810000","2","2","1149","704.96","6098.4","sqft","7/10/2024","1720594800000","https://zillow.com/homedetails/1140-Canterford-Cir-Westlake-Village-CA-91361/16490110_zpid/","34.150856","-118.82685","TOWNHOUSE","809900","3830","https://photos.zillowstatic.com/fp/758937e4e99e849b2064031208e93b2a-p_e.jpg"
"1258 Landsburn Cir, Westlake Village, CA 91361","91361","Westlake Village","CA","400000","2","1","920","434.78","3049","sqft","6/24/2024","1719212400000","https://zillow.com/homedetails/1258-Landsburn-Cir-Westlake-Village-CA-91361/16490431_zpid/","34.14832","-118.82505","SINGLE_FAMILY","400900","3258","https://photos.zillowstatic.com/fp/dea8bfeaf87fbdf2cc69326f5ce8d4fa-p_e.jpg"
