"address","zipCode","city","state","price","bed","bath","sqft","pricePerSf","lotArea","lotAreaType","dateSold","dateSoldNumeric","zillowUrl","latitude","longitude","homeType","zestimate","rentZestimate","imageUrl"
"3649 Calle Quebracho, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","950000","3","2","1186","801.01","0.4430670339761249","acres","9/2/2024","1725260400000","https://zillow.com/homedetails/3649-Calle-Quebracho-Thousand-Oaks-CA-91360/16478991_zpid/","34.227924","-118.86507","SINGLE_FAMILY","986400","4011","https://photos.zillowstatic.com/fp/f6d57d46db9a86f367e88b4811507d46-p_e.jpg"
"4048 N Verde Vista Dr, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","875000","3","2","1561","560.54","9376","sqft","8/30/2024","1725001200000","https://zillow.com/homedetails/4048-N-Verde-Vista-Dr-Thousand-Oaks-CA-91360/16422303_zpid/","34.233643","-118.87463","SINGLE_FAMILY","875000","4072","https://photos.zillowstatic.com/fp/d40d6cffc161fa19927a9a68783fa08c-p_e.jpg"
"855 E Avenida De Los Arboles, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","829000","4","2","1534","540.42","0.2777777777777778","acres","8/30/2024","1725001200000","https://zillow.com/homedetails/855-E-Avenida-De-Los-Arboles-Thousand-Oaks-CA-91360/16480265_zpid/","34.21621","-118.86263","SINGLE_FAMILY","808200","4686","https://photos.zillowstatic.com/fp/08b03aa5bbeb57aee2b1b81b6470d302-p_e.jpg"
"725 W San Andres Cir, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","985000","3","2","1529","644.21","8572","sqft","8/29/2024","1724914800000","https://zillow.com/homedetails/725-W-San-Andres-Cir-Thousand-Oaks-CA-91360/16422987_zpid/","34.214897","-118.89601","SINGLE_FAMILY","985100","4146","https://photos.zillowstatic.com/fp/923d5f47f14dee6f471aa7bfda3bc84f-p_e.jpg"
"2923 Camino Del Zuro, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","977000","3","2","1303","749.81","0.2538337924701561","acres","8/27/2024","1724742000000","https://zillow.com/homedetails/2923-Camino-Del-Zuro-Thousand-Oaks-CA-91360/16478805_zpid/","34.219963","-118.86494","SINGLE_FAMILY","977200","4108","https://photos.zillowstatic.com/fp/3955b0a2dacba0d871de509022219739-p_e.jpg"
"1515 Redwood Cir, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","775000","3","3","1493","519.09","4791","sqft","8/23/2024","1724396400000","https://zillow.com/homedetails/1515-Redwood-Cir-Thousand-Oaks-CA-91360/16479306_zpid/","34.21954","-118.851715","TOWNHOUSE","775000","3878","https://photos.zillowstatic.com/fp/d5c384c6312ffa54da7ce4ec92696bc6-p_e.jpg"
"1737 Wellesley Dr, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1166000","4","3","1696","687.5","0.3202479338842975","acres","8/22/2024","1724310000000","https://zillow.com/homedetails/1737-Wellesley-Dr-Thousand-Oaks-CA-91360/16481382_zpid/","34.20079","-118.866035","SINGLE_FAMILY","1166000","4735","https://photos.zillowstatic.com/fp/1a2fbb81dd9fb0fa713b7f06630748a4-p_e.jpg"
"1212 Uppingham Dr, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1000000","4","2","1656","603.86","8500","sqft","8/20/2024","1724137200000","https://zillow.com/homedetails/1212-Uppingham-Dr-Thousand-Oaks-CA-91360/16479013_zpid/","34.223286","-118.85852","SINGLE_FAMILY","1000100","4879","https://photos.zillowstatic.com/fp/d6af91502029e1256ce61258a9cb9a7f-p_e.jpg"
"2931 Moonflower Cir, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","740000","2","3","1493","495.65","4791","sqft","8/15/2024","1723705200000","https://zillow.com/homedetails/2931-Moonflower-Cir-Thousand-Oaks-CA-91360/16479276_zpid/","34.21914","-118.85256","TOWNHOUSE","740100","3563","https://photos.zillowstatic.com/fp/a53e0620feeeed536944bbae35dab67b-p_e.jpg"
"3136 Boxwood Cir, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","809000","3","2","1691","478.42","4791.6","sqft","8/14/2024","1723618800000","https://zillow.com/homedetails/3136-Boxwood-Cir-Thousand-Oaks-CA-91360/16479529_zpid/","34.22239","-118.85662","TOWNHOUSE","793400","4003","https://photos.zillowstatic.com/fp/ffb367d49c15aa352e35226791b178d5-p_e.jpg"
"770 Camino La Maida, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","950000","4","2","1303","729.09","10004","sqft","8/7/2024","1723014000000","https://zillow.com/homedetails/770-Camino-La-Maida-Thousand-Oaks-CA-91360/16478752_zpid/","34.219185","-118.86537","SINGLE_FAMILY","950100","4705","https://photos.zillowstatic.com/fp/bdcca6914e1edcd0a801313056732794-p_e.jpg"
"269 W Columbia Rd, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","900000","3","2","1526","589.78","9350","sqft","8/6/2024","1722927600000","https://zillow.com/homedetails/269-W-Columbia-Rd-Thousand-Oaks-CA-91360/16425071_zpid/","34.20353","-118.87122","SINGLE_FAMILY","900200","4163","https://photos.zillowstatic.com/fp/3fd6bff1e4fbd268ad46fac06e5244cc-p_e.jpg"
"2825 Regina Ave, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","1000000","3","2","1639","610.13","0.3084940312213039","acres","8/6/2024","1722927600000","https://zillow.com/homedetails/2825-Regina-Ave-Thousand-Oaks-CA-91360/16429272_zpid/","34.21785","-118.88651","SINGLE_FAMILY","1000300","4473","https://photos.zillowstatic.com/fp/5618d5dd0c456632e9e15486afba8be3-p_e.jpg"
"875 Camino La Maida, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","650000","3","2","1268","512.62","0.2699954086317723","acres","8/5/2024","1722841200000","https://zillow.com/homedetails/875-Camino-La-Maida-Thousand-Oaks-CA-91360/16478942_zpid/","34.21915","-118.86323","SINGLE_FAMILY","650800","4393","https://maps.googleapis.com/maps/api/staticmap?mobile=false&sensor=true&maptype=satellite&size=575x242&zoom=17&center=34.21915054321289,-118.86322784423828&key=AIzaSyBJsNQO5ZeG-XAbqqWLKwG08fWITSxg33w&signature=yoU35s5-Z8jWJuzYtU1Go8cTGrQ="
"163 McAfee Ct, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","565000","2","3","1122","503.57","1122","sqft","7/31/2024","1722409200000","https://zillow.com/homedetails/163-McAfee-Ct-Thousand-Oaks-CA-91360/16422440_zpid/","34.227165","-118.87299","TOWNHOUSE","559500","3372","https://photos.zillowstatic.com/fp/fdcfa9a3ecdecf4cb2b2ef9a47a38520-p_e.jpg"
"2109 Young Ave, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","860000","3","2","1656","519.32","9100","sqft","7/31/2024","1722409200000","https://zillow.com/homedetails/2109-Young-Ave-Thousand-Oaks-CA-91360/16424765_zpid/","34.2093","-118.87948","SINGLE_FAMILY","","4229","https://photos.zillowstatic.com/fp/ce4896f05b57142d3c1177214d7c68c6-p_e.jpg"
"1121 Calle Tulipan, Thousand Oaks, CA 91360","91360","Thousand Oaks","CA","277500","4","2","1280","216.8","10018","sqft","7/26/2024","1721977200000","https://zillow.com/homedetails/1121-Calle-Tulipan-Thousand-Oaks-CA-91360/16480550_zpid/","34.210793","-118.859726","SINGLE_FAMILY","827800","4309","https://photos.zillowstatic.com/fp/0dd5166af5e73159b0d3dcfb64aa5728-p_e.jpg"
